state,county,year,metric_type,diabetes_prevalence,poverty_population,FIPS
Louisiana,"Concordia Parish, Louisiana",2019,Number,32.0,17711.0,22029
Maine,"Oxford County, Maine",2019,Age-adjusted Rate,82.2,56728.0,23017
Maine,"Penobscot County, Maine",2019,Age-adjusted Rate,82.2,145179.0,23019
Maine,"Androscoggin County, Maine",2019,Age-adjusted Rate,82.2,104281.0,23001
Maine,"Cumberland County, Maine",2019,Age-adjusted Rate,82.2,284247.0,23005
Maine,"York County, Maine",2019,Age-adjusted Rate,82.2,200873.0,23031
Maine,"Somerset County, Maine",2019,Age-adjusted Rate,82.2,49684.0,23025
Maryland,"Worcester County, Maryland",2019,Number,140.0,50918.0,24047
Maryland,"Talbot County, Maryland",2019,Number,140.0,36689.0,24041
Massachusetts,"Barnstable County, Massachusetts",2020,Number,46.0,210562.0,25001
Massachusetts,"Berkshire County, Massachusetts",2020,Number,46.0,119987.0,25003
Massachusetts,"Plymouth County, Massachusetts",2020,Number,46.0,504436.0,25023
Massachusetts,"Norfolk County, Massachusetts",2020,Number,46.0,682391.0,25021
Massachusetts,"Nantucket County, Massachusetts",2020,Number,46.0,11022.0,25019
Michigan,"Allegan County, Michigan",2019,Number,201.0,114800.0,26005
Michigan,"Alger County, Michigan",2019,Number,201.0,8107.0,26003
Michigan,"Oceana County, Michigan",2019,Number,201.0,26136.0,26127
Michigan,"Clare County, Michigan",2019,Number,201.0,30243.0,26035
Michigan,"Isabella County, Michigan",2019,Number,201.0,64236.0,26073
Michigan,"Tuscola County, Michigan",2019,Number,201.0,51903.0,26157
Michigan,"Alpena County, Michigan",2019,Number,201.0,28004.0,26007
Michigan,"Midland County, Michigan",2019,Number,201.0,82022.0,26111
Michigan,"Oscoda County, Michigan",2019,Number,201.0,8162.0,26135
Michigan,"Clinton County, Michigan",2019,Number,201.0,77563.0,26037
Michigan,"Gratiot County, Michigan",2019,Number,201.0,35178.0,26057
Michigan,"Lenawee County, Michigan",2019,Number,201.0,93281.0,26091
Michigan,"Montcalm County, Michigan",2019,Number,201.0,60662.0,26117
Michigan,"St. Clair County, Michigan",2019,Number,201.0,157390.0,26147
Michigan,"Washtenaw County, Michigan",2019,Number,201.0,346834.0,26161
Michigan,"Cass County, Michigan",2019,Number,201.0,51088.0,26027
Michigan,"Roscommon County, Michigan",2019,Number,201.0,23462.0,26143
Michigan,"Branch County, Michigan",2019,Number,201.0,41041.0,26023
Michigan,"Jackson County, Michigan",2019,Number,201.0,148808.0,26075
Michigan,"Macomb County, Michigan",2019,Number,201.0,861656.0,26099
Michigan,"Baraga County, Michigan",2019,Number,201.0,7200.0,26013
Michigan,"Eaton County, Michigan",2019,Number,201.0,107659.0,26045
Georgia,"Upson County, Georgia",2021,Crude Prevalence,25.8,25581.0,13293
Georgia,"Washington County, Georgia",2021,Crude Prevalence,25.8,18465.0,13303
Georgia,"White County, Georgia",2021,Crude Prevalence,25.8,29072.0,13311
Georgia,"Peach County, Georgia",2021,Crude Prevalence,25.8,25337.0,13225
Georgia,"Paulding County, Georgia",2021,Crude Prevalence,25.8,158778.0,13223
Georgia,"Pierce County, Georgia",2021,Crude Prevalence,25.8,19103.0,13229
Georgia,"Pike County, Georgia",2021,Crude Prevalence,25.8,17976.0,13231
Georgia,"Richmond County, Georgia",2021,Crude Prevalence,25.8,192024.0,13245
Georgia,"Screven County, Georgia",2021,Crude Prevalence,25.8,13550.0,13251
Georgia,"Tattnall County, Georgia",2021,Crude Prevalence,25.8,19078.0,13267
Georgia,"Berrien County, Georgia",2021,Crude Prevalence,25.8,18867.0,13019
Illinois,"Montgomery County, Illinois",2019,Number,4724.0,25837.0,17135
Illinois,"Whiteside County, Illinois",2019,Number,4724.0,54873.0,17195
Illinois,"Adams County, Illinois",2019,Number,4724.0,64506.0,17001
Illinois,"Clinton County, Illinois",2019,Number,4724.0,35488.0,17027
Illinois,"Dekalb County, Illinois",2019,Number,4724.0,99681.0,17037
Illinois,"Edwards County, Illinois",2019,Number,4724.0,6363.0,17047
Illinois,"Jasper County, Illinois",2019,Number,4724.0,9408.0,17079
Illinois,"Jefferson County, Illinois",2019,Number,4724.0,35505.0,17081
Illinois,"Vermilion County, Illinois",2019,Number,4724.0,74449.0,17183
Illinois,"Will County, Illinois",2019,Number,4724.0,679212.0,17197
Illinois,"Williamson County, Illinois",2019,Number,4724.0,64671.0,17199
Illinois,"Clark County, Illinois",2019,Number,4724.0,15447.0,17023
Illinois,"Douglas County, Illinois",2019,Number,4724.0,19296.0,17041
Illinois,"Effingham County, Illinois",2019,Number,4724.0,33601.0,17049
Illinois,"Fulton County, Illinois",2019,Number,4724.0,32479.0,17057
Illinois,"Greene County, Illinois",2019,Number,4724.0,12743.0,17061
Illinois,"Hamilton County, Illinois",2019,Number,4724.0,8073.0,17065
Illinois,"Hardin County, Illinois",2019,Number,4724.0,3834.0,17069
Illinois,"Henry County, Illinois",2019,Number,4724.0,48428.0,17073
Illinois,"Johnson County, Illinois",2019,Number,4724.0,10181.0,17087
Illinois,"Knox County, Illinois",2019,Number,4724.0,46294.0,17095
Illinois,"Livingston County, Illinois",2019,Number,4724.0,33702.0,17105
Illinois,"Scott County, Illinois",2019,Number,4724.0,4933.0,17171
Illinois,"Tazewell County, Illinois",2019,Number,4724.0,130038.0,17179
Illinois,"Warren County, Illinois",2019,Number,4724.0,16019.0,17187
Indiana,"Harrison County, Indiana",2021,Crude Prevalence,16.7,39343.0,18061
Indiana,"Laporte County, Indiana",2021,Crude Prevalence,16.7,101967.0,18091
Indiana,"Wabash County, Indiana",2021,Crude Prevalence,16.7,29385.0,18169
Indiana,"Jasper County, Indiana",2021,Crude Prevalence,16.7,32404.0,18073
Indiana,"Martin County, Indiana",2021,Crude Prevalence,16.7,9884.0,18101
Indiana,"Porter County, Indiana",2021,Crude Prevalence,16.7,164372.0,18127
Indiana,"Ripley County, Indiana",2021,Crude Prevalence,16.7,27890.0,18137
Indiana,"Spencer County, Indiana",2021,Crude Prevalence,16.7,20127.0,18147
Indiana,"Tipton County, Indiana",2021,Crude Prevalence,16.7,14877.0,18159
Indiana,"Vigo County, Indiana",2021,Crude Prevalence,16.7,98730.0,18167
Indiana,"Warrick County, Indiana",2021,Crude Prevalence,16.7,61153.0,18173
Indiana,"Dekalb County, Indiana",2021,Crude Prevalence,16.7,42485.0,18033
Indiana,"Lagrange County, Indiana",2021,Crude Prevalence,16.7,38825.0,18087
Indiana,"Rush County, Indiana",2021,Crude Prevalence,16.7,16348.0,18139
Indiana,"Boone County, Indiana",2021,Crude Prevalence,16.7,64662.0,18011
Michigan,"Gogebic County, Michigan",2019,Number,201.0,13828.0,26053
Minnesota,"Meeker County, Minnesota",2019,Crude Rate,5542.0,22689.0,27093
Minnesota,"Rice County, Minnesota",2019,Crude Rate,5542.0,57898.0,27131
Minnesota,"Red Lake County, Minnesota",2019,Crude Rate,5542.0,3980.0,27125
Minnesota,"Clay County, Minnesota",2019,Crude Rate,5542.0,59791.0,27027
Minnesota,"Fillmore County, Minnesota",2019,Crude Rate,5542.0,20493.0,27045
Minnesota,"Polk County, Minnesota",2019,Crude Rate,5542.0,30434.0,27119
Minnesota,"Sibley County, Minnesota",2019,Crude Rate,5542.0,14742.0,27143
Minnesota,"Watonwan County, Minnesota",2019,Crude Rate,5542.0,10836.0,27165
Minnesota,"Big Stone County, Minnesota",2019,Crude Rate,5542.0,4853.0,27011
Minnesota,"Cass County, Minnesota",2019,Crude Rate,5542.0,28833.0,27021
Minnesota,"Hubbard County, Minnesota",2019,Crude Rate,5542.0,20740.0,27057
Minnesota,"Martin County, Minnesota",2019,Crude Rate,5542.0,19550.0,27091
Minnesota,"Nobles County, Minnesota",2019,Crude Rate,5542.0,21315.0,27105
Minnesota,"Sherburne County, Minnesota",2019,Crude Rate,5542.0,92076.0,27141
Minnesota,"Carver County, Minnesota",2019,Crude Rate,5542.0,100951.0,27019
Minnesota,"Mcleod County, Minnesota",2019,Crude Rate,5542.0,35455.0,27085
Minnesota,"Ramsey County, Minnesota",2019,Crude Rate,5542.0,530642.0,27123
Minnesota,"Winona County, Minnesota",2019,Crude Rate,5542.0,47085.0,27169
Minnesota,"Dodge County, Minnesota",2019,Crude Rate,5542.0,20505.0,27039
Minnesota,"Crow Wing County, Minnesota",2019,Crude Rate,5542.0,63225.0,27035
Minnesota,"Wright County, Minnesota",2019,Crude Rate,5542.0,132905.0,27171
Minnesota,"Lincoln County, Minnesota",2019,Crude Rate,5542.0,5498.0,27081
Minnesota,"Mille Lacs County, Minnesota",2019,Crude Rate,5542.0,25281.0,27095
Minnesota,"Carlton County, Minnesota",2019,Crude Rate,5542.0,34105.0,27017
Minnesota,"Kanabec County, Minnesota",2019,Crude Rate,5542.0,15807.0,27065
Alabama,"St. Clair County, Alabama",2019,Crude Prevalence,6.8,85875.0,1115
Alabama,"Cullman County, Alabama",2019,Crude Prevalence,6.8,81597.0,1043
Alabama,"Houston County, Alabama",2019,Crude Prevalence,6.8,103568.0,1069
Alabama,"Tuscaloosa County, Alabama",2019,Crude Prevalence,6.8,196790.0,1125
Alabama,"Coffee County, Alabama",2019,Crude Prevalence,6.8,50898.0,1031
Alabama,"Chilton County, Alabama",2019,Crude Prevalence,6.8,43430.0,1021
Alabama,"Coosa County, Alabama",2019,Crude Prevalence,6.8,10353.0,1037
Alabama,"Etowah County, Alabama",2019,Crude Prevalence,6.8,101346.0,1055
Alabama,"Lamar County, Alabama",2019,Crude Prevalence,6.8,13692.0,1075
Alabama,"Butler County, Alabama",2019,Crude Prevalence,6.8,19540.0,1013
Alabama,"Walker County, Alabama",2019,Crude Prevalence,6.8,63036.0,1127
Alabama,"Greene County, Alabama",2019,Crude Prevalence,6.8,8242.0,1063
Alabama,"Bullock County, Alabama",2019,Crude Prevalence,6.8,9784.0,1011
Alabama,"Chambers County, Alabama",2019,Crude Prevalence,6.8,33103.0,1017
Alaska,"Haines Borough, Alaska",2019,Crude Prevalence,43.7,2470.0,2100
Alaska,"Juneau City And Borough, Alaska",2019,Crude Prevalence,43.7,31783.0,2110
Alaska,"Yukon-Koyukuk Census Area, Alaska",2019,Crude Prevalence,43.7,5331.0,2290
Alaska,"Denali Borough, Alaska",2019,Crude Prevalence,43.7,2170.0,2068
Alaska,"Hoonah-Angoon Census Area, Alaska",2019,Crude Prevalence,43.7,2138.0,2105
Alaska,"Wrangell City And Borough, Alaska",2019,Crude Prevalence,43.7,2478.0,2275
Arizona,"Pima County, Arizona",2020,Number,1960.0,998061.0,4019
Arizona,"Gila County, Arizona",2020,Number,1960.0,52641.0,4007
Arizona,"Cochise County, Arizona",2020,Number,1960.0,117255.0,4003
Arizona,"Apache County, Arizona",2020,Number,1960.0,70403.0,4001
Arizona,"Yuma County, Arizona",2020,Number,1960.0,203812.0,4027
Arizona,"Navajo County, Arizona",2020,Number,1960.0,106309.0,4017
Arkansas,"Clay County, Arkansas",2021,Crude Prevalence,24.8,14703.0,5021
Arkansas,"Drew County, Arkansas",2021,Crude Prevalence,24.8,17352.0,5043
Arkansas,"Randolph County, Arkansas",2021,Crude Prevalence,24.8,17229.0,5121
Arkansas,"Boone County, Arkansas",2021,Crude Prevalence,24.8,36630.0,5009
Arkansas,"Lincoln County, Arkansas",2021,Crude Prevalence,24.8,8322.0,5079
Arkansas,"Crittenden County, Arkansas",2021,Crude Prevalence,24.8,47952.0,5035
Arkansas,"Faulkner County, Arkansas",2021,Crude Prevalence,24.8,118617.0,5045
Georgia,"Walker County, Georgia",2021,Crude Prevalence,25.8,67491.0,13295
Georgia,"Gwinnett County, Georgia",2021,Crude Prevalence,25.8,908600.0,13135
Georgia,"Barrow County, Georgia",2021,Crude Prevalence,25.8,78558.0,13013
Georgia,"Charlton County, Georgia",2021,Crude Prevalence,25.8,11825.0,13049
Georgia,"Clinch County, Georgia",2021,Crude Prevalence,25.8,6594.0,13065
Georgia,"Bartow County, Georgia",2021,Crude Prevalence,25.8,103524.0,13015
Georgia,"Douglas County, Georgia",2021,Crude Prevalence,25.8,141635.0,13097
Georgia,"Grady County, Georgia",2021,Crude Prevalence,25.8,24517.0,13131
Georgia,"Hancock County, Georgia",2021,Crude Prevalence,25.8,6045.0,13141
Georgia,"Whitfield County, Georgia",2021,Crude Prevalence,25.8,102780.0,13313
Georgia,"Macon County, Georgia",2021,Crude Prevalence,25.8,11253.0,13193
Georgia,"Troup County, Georgia",2021,Crude Prevalence,25.8,68125.0,13285
Georgia,"Harris County, Georgia",2021,Crude Prevalence,25.8,33537.0,13145
Georgia,"Schley County, Georgia",2021,Crude Prevalence,25.8,5221.0,13249
Georgia,"Worth County, Georgia",2021,Crude Prevalence,25.8,20249.0,13321
Georgia,"Dooly County, Georgia",2021,Crude Prevalence,25.8,12374.0,13093
Georgia,"Evans County, Georgia",2021,Crude Prevalence,25.8,10153.0,13109
Georgia,"Webster County, Georgia",2021,Crude Prevalence,25.8,2606.0,13307
Georgia,"Effingham County, Georgia",2021,Crude Prevalence,25.8,59845.0,13103
Georgia,"Glascock County, Georgia",2021,Crude Prevalence,25.8,2915.0,13125
Georgia,"Quitman County, Georgia",2021,Crude Prevalence,25.8,2289.0,13239
Georgia,"Chatham County, Georgia",2021,Crude Prevalence,25.8,275812.0,13051
Georgia,"Johnson County, Georgia",2021,Crude Prevalence,25.8,9038.0,13167
Georgia,"Lanier County, Georgia",2021,Crude Prevalence,25.8,9987.0,13173
Georgia,"Madison County, Georgia",2021,Crude Prevalence,25.8,28934.0,13195
Georgia,"Mitchell County, Georgia",2021,Crude Prevalence,25.8,19864.0,13205
Georgia,"Tift County, Georgia",2021,Crude Prevalence,25.8,38508.0,13277
Georgia,"Polk County, Georgia",2021,Crude Prevalence,25.8,41594.0,13233
Georgia,"Talbot County, Georgia",2021,Crude Prevalence,25.8,6275.0,13263
Georgia,"Terrell County, Georgia",2021,Crude Prevalence,25.8,8401.0,13273
Georgia,"Thomas County, Georgia",2021,Crude Prevalence,25.8,43827.0,13275
Georgia,"Wilkinson County, Georgia",2021,Crude Prevalence,25.8,8880.0,13319
Georgia,"Oglethorpe County, Georgia",2021,Crude Prevalence,25.8,14798.0,13221
Georgia,"Randolph County, Georgia",2021,Crude Prevalence,25.8,6766.0,13243
Georgia,"Ware County, Georgia",2021,Crude Prevalence,25.8,32986.0,13299
Georgia,"Wayne County, Georgia",2021,Crude Prevalence,25.8,27498.0,13305
Georgia,"Wilcox County, Georgia",2021,Crude Prevalence,25.8,6720.0,13315
Georgia,"Baldwin County, Georgia",2021,Crude Prevalence,25.8,41144.0,13009
Georgia,"Bulloch County, Georgia",2021,Crude Prevalence,25.8,67645.0,13031
Georgia,"Clay County, Georgia",2021,Crude Prevalence,25.8,2898.0,13061
Georgia,"Echols County, Georgia",2021,Crude Prevalence,25.8,3981.0,13101
Georgia,"Dekalb County, Georgia",2021,Crude Prevalence,25.8,735419.0,13089
Georgia,"Haralson County, Georgia",2021,Crude Prevalence,25.8,28722.0,13143
Georgia,"Jefferson County, Georgia",2021,Crude Prevalence,25.8,15069.0,13163
Georgia,"Lincoln County, Georgia",2021,Crude Prevalence,25.8,7760.0,13181
Georgia,"Murray County, Georgia",2021,Crude Prevalence,25.8,39137.0,13213
Georgia,"Pulaski County, Georgia",2021,Crude Prevalence,25.8,9629.0,13235
Georgia,"Rabun County, Georgia",2021,Crude Prevalence,25.8,16255.0,13241
Georgia,"Towns County, Georgia",2021,Crude Prevalence,25.8,10766.0,13281
Georgia,"Treutlen County, Georgia",2021,Crude Prevalence,25.8,6432.0,13283
Georgia,"Irwin County, Georgia",2021,Crude Prevalence,25.8,9159.0,13155
Georgia,"Appling County, Georgia",2021,Crude Prevalence,25.8,17975.0,13001
Ohio,"Shelby County, Ohio",2019,Age-adjusted Rate,1.3,48071.0,39149
Ohio,"Williams County, Ohio",2019,Age-adjusted Rate,1.3,35514.0,39171
Ohio,"Columbiana County, Ohio",2019,Age-adjusted Rate,1.3,99223.0,39029
Ohio,"Fulton County, Ohio",2019,Age-adjusted Rate,1.3,41587.0,39051
Ohio,"Gallia County, Ohio",2019,Age-adjusted Rate,1.3,29252.0,39053
Ohio,"Mahoning County, Ohio",2019,Age-adjusted Rate,1.3,223309.0,39099
Ohio,"Scioto County, Ohio",2019,Age-adjusted Rate,1.3,72411.0,39145
Ohio,"Morrow County, Ohio",2019,Age-adjusted Rate,1.3,34664.0,39117
Arkansas,"Marion County, Arkansas",2021,Crude Prevalence,24.8,16263.0,5089
Arkansas,"Searcy County, Arkansas",2021,Crude Prevalence,24.8,7778.0,5129
Arkansas,"Benton County, Arkansas",2021,Crude Prevalence,24.8,262378.0,5007
Arkansas,"Hot Spring County, Arkansas",2021,Crude Prevalence,24.8,31368.0,5059
Arkansas,"Madison County, Arkansas",2021,Crude Prevalence,24.8,16073.0,5087
Colorado,"Dolores County, Colorado",2020,Number,35.0,1857.0,8033
Colorado,"Jackson County, Colorado",2020,Number,35.0,1255.0,8057
Colorado,"Montezuma County, Colorado",2020,Number,35.0,25795.0,8083
Colorado,"Boulder County, Colorado",2020,Number,35.0,310784.0,8013
Colorado,"Yuma County, Colorado",2020,Number,35.0,9708.0,8125
Colorado,"Routt County, Colorado",2020,Number,35.0,24781.0,8107
Colorado,"Clear Creek County, Colorado",2020,Number,35.0,9344.0,8019
Colorado,"Pueblo County, Colorado",2020,Number,35.0,161900.0,8101
Colorado,"Park County, Colorado",2020,Number,35.0,17684.0,8093
Colorado,"Mesa County, Colorado",2020,Number,35.0,147871.0,8077
Colorado,"El Paso County, Colorado",2020,Number,35.0,680092.0,8041
Colorado,"Arapahoe County, Colorado",2020,Number,35.0,637457.0,8005
Delaware,"New Castle County, Delaware",2019,Crude Prevalence,15.5,539034.0,10003
Delaware,"Kent County, Delaware",2019,Crude Prevalence,15.5,171048.0,10001
Connecticut,"Litchfield County, Connecticut",2019,Crude Prevalence,24.4,179809.0,9005
Florida,"Palm Beach County, Florida",2019,Crude Rate,3.2,1444645.0,12099
Florida,"Miami-Dade County, Florida",2019,Crude Rate,3.2,2661642.0,12086
Florida,"Franklin County, Florida",2019,Crude Rate,3.2,10209.0,12037
Florida,"Hamilton County, Florida",2019,Crude Rate,3.2,11014.0,12047
Florida,"Sumter County, Florida",2019,Crude Rate,3.2,115461.0,12119
Florida,"Holmes County, Florida",2019,Crude Rate,3.2,17562.0,12059
Florida,"Lee County, Florida",2019,Crude Rate,3.2,728258.0,12071
Florida,"Collier County, Florida",2019,Crude Rate,3.2,367773.0,12021
Florida,"Pasco County, Florida",2019,Crude Rate,3.2,516444.0,12101
Florida,"Highlands County, Florida",2019,Crude Rate,3.2,101823.0,12055
Florida,"Desoto County, Florida",2019,Crude Rate,3.2,35018.0,12027
Florida,"Columbia County, Florida",2019,Crude Rate,3.2,64977.0,12023
Florida,"Putnam County, Florida",2019,Crude Rate,3.2,71761.0,12107
Florida,"Union County, Florida",2019,Crude Rate,3.2,9535.0,12125
Florida,"Levy County, Florida",2019,Crude Rate,3.2,40039.0,12075
Florida,"Volusia County, Florida",2019,Crude Rate,3.2,526354.0,12127
Florida,"Madison County, Florida",2019,Crude Rate,3.2,16265.0,12079
Florida,"Escambia County, Florida",2019,Crude Rate,3.2,295356.0,12033
Florida,"Okaloosa County, Florida",2019,Crude Rate,3.2,197770.0,12091
Georgia,"Lumpkin County, Georgia",2021,Crude Prevalence,25.8,30945.0,13187
Georgia,"Miller County, Georgia",2021,Crude Prevalence,25.8,5606.0,13201
Georgia,"Oconee County, Georgia",2021,Crude Prevalence,25.8,37883.0,13219
Georgia,"Henry County, Georgia",2021,Crude Prevalence,25.8,223892.0,13151
Georgia,"Long County, Georgia",2021,Crude Prevalence,25.8,18431.0,13183
Georgia,"Stephens County, Georgia",2021,Crude Prevalence,25.8,24841.0,13257
Georgia,"Jeff Davis County, Georgia",2021,Crude Prevalence,25.8,14967.0,13161
Georgia,"Calhoun County, Georgia",2021,Crude Prevalence,25.8,4412.0,13037
Georgia,"Bibb County, Georgia",2021,Crude Prevalence,25.8,146526.0,13021
Georgia,"Marion County, Georgia",2021,Crude Prevalence,25.8,8312.0,13197
Georgia,"Bleckley County, Georgia",2021,Crude Prevalence,25.8,11255.0,13023
Georgia,"Franklin County, Georgia",2021,Crude Prevalence,25.8,22176.0,13119
Georgia,"Lamar County, Georgia",2021,Crude Prevalence,25.8,17246.0,13171
Georgia,"Emanuel County, Georgia",2021,Crude Prevalence,25.8,21637.0,13107
Georgia,"Jasper County, Georgia",2021,Crude Prevalence,25.8,13644.0,13159
Georgia,"Liberty County, Georgia",2021,Crude Prevalence,25.8,59134.0,13179
Georgia,"Seminole County, Georgia",2021,Crude Prevalence,25.8,8212.0,13253
Georgia,"Twiggs County, Georgia",2021,Crude Prevalence,25.8,8162.0,13289
Georgia,"Taylor County, Georgia",2021,Crude Prevalence,25.8,8003.0,13269
Georgia,"Toombs County, Georgia",2021,Crude Prevalence,25.8,26593.0,13279
Ohio,"Preble County, Ohio",2019,Age-adjusted Rate,1.3,40438.0,39135
Ohio,"Allen County, Ohio",2019,Age-adjusted Rate,1.3,99233.0,39003
Ohio,"Crawford County, Ohio",2019,Age-adjusted Rate,1.3,40931.0,39033
Ohio,"Guernsey County, Ohio",2019,Age-adjusted Rate,1.3,38559.0,39059
Ohio,"Mercer County, Ohio",2019,Age-adjusted Rate,1.3,40301.0,39107
Ohio,"Clark County, Ohio",2019,Age-adjusted Rate,1.3,131347.0,39023
Ohio,"Lorain County, Ohio",2019,Age-adjusted Rate,1.3,298141.0,39093
Ohio,"Montgomery County, Ohio",2019,Age-adjusted Rate,1.3,513818.0,39113
Ohio,"Warren County, Ohio",2019,Age-adjusted Rate,1.3,221258.0,39165
Ohio,"Ashtabula County, Ohio",2019,Age-adjusted Rate,1.3,94629.0,39007
Oklahoma,"Kay County, Oklahoma",2019,Number,1627.0,43436.0,40071
Oklahoma,"Craig County, Oklahoma",2019,Number,1627.0,13479.0,40035
Oklahoma,"Canadian County, Oklahoma",2019,Number,1627.0,138118.0,40017
Oklahoma,"Latimer County, Oklahoma",2019,Number,1627.0,9968.0,40077
Oklahoma,"Texas County, Oklahoma",2019,Number,1627.0,20311.0,40139
Oklahoma,"Pushmataha County, Oklahoma",2019,Number,1627.0,10976.0,40127
Oklahoma,"Johnston County, Oklahoma",2019,Number,1627.0,10708.0,40069
Oklahoma,"Beaver County, Oklahoma",2019,Number,1627.0,5266.0,40007
Oklahoma,"Hughes County, Oklahoma",2019,Number,1627.0,11886.0,40063
Oklahoma,"Comanche County, Oklahoma",2019,Number,1627.0,111779.0,40031
Oklahoma,"Adair County, Oklahoma",2019,Number,1627.0,22029.0,40001
Oklahoma,"Stephens County, Oklahoma",2019,Number,1627.0,42782.0,40137
Oklahoma,"Carter County, Oklahoma",2019,Number,1627.0,47455.0,40019
Oklahoma,"Greer County, Oklahoma",2019,Number,1627.0,4815.0,40055
Oklahoma,"Mcintosh County, Oklahoma",2019,Number,1627.0,19384.0,40091
Oklahoma,"Murray County, Oklahoma",2019,Number,1627.0,13507.0,40099
Oklahoma,"Ottawa County, Oklahoma",2019,Number,1627.0,30392.0,40115
Oklahoma,"Wagoner County, Oklahoma",2019,Number,1627.0,78394.0,40145
Oklahoma,"Caddo County, Oklahoma",2019,Number,1627.0,27841.0,40015
Oklahoma,"Muskogee County, Oklahoma",2019,Number,1627.0,64789.0,40101
Oklahoma,"Bryan County, Oklahoma",2019,Number,1627.0,45158.0,40013
Oregon,"Jackson County, Oregon",2020,Age-adjusted Prevalence,8.6,214204.0,41029
Oregon,"Grant County, Oregon",2020,Age-adjusted Prevalence,8.6,7083.0,41023
Oregon,"Clackamas County, Oregon",2020,Age-adjusted Prevalence,8.6,407315.0,41005
Oregon,"Tillamook County, Oregon",2020,Age-adjusted Prevalence,8.6,25676.0,41057
Oregon,"Josephine County, Oregon",2020,Age-adjusted Prevalence,8.6,84901.0,41033
Oregon,"Umatilla County, Oregon",2020,Age-adjusted Prevalence,8.6,72376.0,41059
Oregon,"Columbia County, Oregon",2020,Age-adjusted Prevalence,8.6,50848.0,41009
Oregon,"Wasco County, Oregon",2020,Age-adjusted Prevalence,8.6,25660.0,41065
Georgia,"Montgomery County, Georgia",2021,Crude Prevalence,25.8,8246.0,13209
Georgia,"Rockdale County, Georgia",2021,Crude Prevalence,25.8,88730.0,13247
Georgia,"Wheeler County, Georgia",2021,Crude Prevalence,25.8,7688.0,13309
Georgia,"Banks County, Georgia",2021,Crude Prevalence,25.8,18682.0,13011
Georgia,"Clarke County, Georgia",2021,Crude Prevalence,25.8,115200.0,13059
Georgia,"Glynn County, Georgia",2021,Crude Prevalence,25.8,83183.0,13127
Georgia,"Jackson County, Georgia",2021,Crude Prevalence,25.8,67035.0,13157
Georgia,"Jones County, Georgia",2021,Crude Prevalence,25.8,28291.0,13169
Georgia,"Muscogee County, Georgia",2021,Crude Prevalence,25.8,188720.0,13215
Georgia,"Stewart County, Georgia",2021,Crude Prevalence,25.8,4106.0,13259
Georgia,"Turner County, Georgia",2021,Crude Prevalence,25.8,7618.0,13287
Georgia,"Atkinson County, Georgia",2021,Crude Prevalence,25.8,8200.0,13003
Georgia,"Baker County, Georgia",2021,Crude Prevalence,25.8,3132.0,13007
Georgia,"Candler County, Georgia",2021,Crude Prevalence,25.8,10526.0,13043
Georgia,"Carroll County, Georgia",2021,Crude Prevalence,25.8,113379.0,13045
Georgia,"Crisp County, Georgia",2021,Crude Prevalence,25.8,22229.0,13081
Georgia,"Cobb County, Georgia",2021,Crude Prevalence,25.8,739621.0,13067
Georgia,"Dade County, Georgia",2021,Crude Prevalence,25.8,14819.0,13083
Georgia,"Brooks County, Georgia",2021,Crude Prevalence,25.8,15442.0,13027
Georgia,"Elbert County, Georgia",2021,Crude Prevalence,25.8,18892.0,13105
Georgia,"Jenkins County, Georgia",2021,Crude Prevalence,25.8,8717.0,13165
Georgia,"Newton County, Georgia",2021,Crude Prevalence,25.8,106566.0,13217
Georgia,"Colquitt County, Georgia",2021,Crude Prevalence,25.8,44708.0,13071
Georgia,"Clayton County, Georgia",2021,Crude Prevalence,25.8,277434.0,13063
Georgia,"Hall County, Georgia",2021,Crude Prevalence,25.8,196852.0,13139
Hawaii,"Maui County, Hawaii",2019,Number,78.0,163618.0,15009
Idaho,"Oneida County, Idaho",2020,Number,25.0,4356.0,16071
Idaho,"Gem County, Idaho",2020,Number,25.0,17183.0,16045
Idaho,"Adams County, Idaho",2020,Number,25.0,4068.0,16003
Idaho,"Jerome County, Idaho",2020,Number,25.0,23538.0,16053
Idaho,"Lewis County, Idaho",2020,Number,25.0,3793.0,16061
Idaho,"Owyhee County, Idaho",2020,Number,25.0,11385.0,16073
Idaho,"Boundary County, Idaho",2020,Number,25.0,11671.0,16021
Idaho,"Caribou County, Idaho",2020,Number,25.0,6869.0,16029
Idaho,"Bannock County, Idaho",2020,Number,25.0,83612.0,16005
Idaho,"Bonneville County, Idaho",2020,Number,25.0,113110.0,16019
Idaho,"Canyon County, Idaho",2020,Number,25.0,214252.0,16027
Idaho,"Latah County, Idaho",2020,Number,25.0,36351.0,16057
Illinois,"Sangamon County, Illinois",2019,Number,4724.0,192666.0,17167
Illinois,"Randolph County, Illinois",2019,Number,4724.0,28467.0,17157
Illinois,"Ogle County, Illinois",2019,Number,4724.0,50212.0,17141
Illinois,"Morgan County, Illinois",2019,Number,4724.0,30938.0,17137
Illinois,"White County, Illinois",2019,Number,4724.0,13495.0,17193
Illinois,"Henderson County, Illinois",2019,Number,4724.0,6750.0,17071
Illinois,"Mclean County, Illinois",2019,Number,4724.0,164486.0,17113
Illinois,"Perry County, Illinois",2019,Number,4724.0,18509.0,17145
Illinois,"Rock Island County, Illinois",2019,Number,4724.0,138884.0,17161
